worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,min_wage_standard,wage_gap,gap_percentage,is_underpaid,fair_wage_estimate,fair_wage_gap,fair_wage_gap_pct
69,Haryana,Manufacturing,Male,Illiterate,0,7630,20400,12770,62.6,True,7000,-630,-9.0
70,Karnataka,Agriculture,Female,Graduate,25,37832,21600,-16232,-75.15,False,32000,-5832,-18.22
71,Karnataka,Leather,Male,5th Pass,33,16954,21600,4646,21.51,True,9000,-7954,-88.38
72,Madhya Pradesh,Textiles,Female,12th Pass,0,17956,18000,44,0.24,True,18000,44,0.24
73,Haryana,IT Services,Male,10th Pass,30,26043,20400,-5643,-27.66,False,14000,-12043,-86.02
74,Uttar Pradesh,Construction,Male,12th Pass,31,24539,19500,-5039,-25.84,False,18000,-6539,-36.33
75,Odisha,Food Processing,Female,12th Pass,6,18335,17500,-835,-4.77,False,18000,-335,-1.86
76,Jharkhand,Agriculture,Male,10th Pass,11,16029,17800,1771,9.95,True,14000,-2029,-14.49
77,Uttar Pradesh,Food Processing,Female,12th Pass,30,26826,19500,-7326,-37.57,False,18000,-8826,-49.03
78,Maharashtra,Mining,Male,Illiterate,31,17755,20400,2645,12.97,True,7000,-10755,-153.64
79,Rajasthan,Agriculture,Male,5th Pass,21,15123,19500,4377,22.45,True,9000,-6123,-68.03
80,Tamil Nadu,Construction,Female,5th Pass,14,12496,18000,5504,30.58,True,9000,-3496,-38.84
81,Jharkhand,Construction,Male,5th Pass,30,15413,17800,2387,13.41,True,9000,-6413,-71.26
82,Tamil Nadu,Retail,Male,10th Pass,25,25412,18000,-7412,-41.18,False,14000,-11412,-81.51
83,Haryana,Retail,Female,5th Pass,26,15265,20400,5135,25.17,True,9000,-6265,-69.61
84,Maharashtra,Machinery,Male,5th Pass,8,12237,20400,8163,40.01,True,9000,-3237,-35.97
85,Rajasthan,Retail,Female,10th Pass,2,14196,19500,5304,27.2,True,14000,-196,-1.4
86,West Bengal,Services,Male,Illiterate,20,13637,20400,6763,33.15,True,7000,-6637,-94.81
87,Maharashtra,Construction,Female,10th Pass,14,17904,20400,2496,12.24,True,14000,-3904,-27.89
88,Karnataka,Services,Male,12th Pass,4,18991,21600,2609,12.08,True,18000,-991,-5.51
89,Gujarat,Construction,Male,12th Pass,4,19773,21600,1827,8.46,True,18000,-1773,-9.85
90,Haryana,IT Services,Female,Diploma,26,25406,20400,-5006,-24.54,False,22000,-3406,-15.48
91,Gujarat,Manufacturing,Female,12th Pass,17,20387,21600,1213,5.62,True,18000,-2387,-13.26
92,Punjab,Retail,Male,12th Pass,33,27739,18500,-9239,-49.94,False,18000,-9739,-54.11
93,Maharashtra,Mining,Female,10th Pass,8,13640,20400,6760,33.14,True,14000,360,2.57
94,Maharashtra,Manufacturing,Male,10th Pass,34,25922,20400,-5522,-27.07,False,14000,-11922,-85.16
95,Tamil Nadu,Textiles,Male,12th Pass,28,24081,18000,-6081,-33.78,False,18000,-6081,-33.78
96,Maharashtra,Retail,Male,10th Pass,34,25895,20400,-5495,-26.94,False,14000,-11895,-84.96
97,Tamil Nadu,Mining,Male,10th Pass,12,18600,18000,-600,-3.33,False,14000,-4600,-32.86
98,Karnataka,Manufacturing,Male,5th Pass,4,10245,21600,11355,52.57,True,9000,-1245,-13.83
99,Maharashtra,Services,Male,12th Pass,17,25691,20400,-5291,-25.94,False,18000,-7691,-42.73
100,Karnataka,Retail,Male,10th Pass,8,13611,21600,7989,36.99,True,14000,389,2.78
101,Maharashtra,IT Services,Male,12th Pass,31,27175,20400,-6775,-33.21,False,18000,-9175,-50.97
102,Karnataka,Agriculture,Male,10th Pass,9,19942,21600,1658,7.68,True,14000,-5942,-42.44
103,Tamil Nadu,Agriculture,Male,Diploma,3,19576,18000,-1576,-8.76,False,22000,2424,11.02
104,Madhya Pradesh,Chemicals,Male,5th Pass,0,9195,18000,8805,48.92,True,9000,-195,-2.17
105,Jharkhand,Manufacturing,Male,Diploma,30,25941,17800,-8141,-45.74,False,22000,-3941,-17.91
106,West Bengal,Textiles,Male,Illiterate,15,11910,20400,8490,41.62,True,7000,-4910,-70.14
107,Karnataka,Chemicals,Male,Illiterate,21,15201,21600,6399,29.62,True,7000,-8201,-117.16
108,Madhya Pradesh,Textiles,Female,10th Pass,31,18867,18000,-867,-4.82,False,14000,-4867,-34.76
109,Karnataka,IT Services,Female,12th Pass,0,13655,21600,7945,36.78,True,18000,4345,24.14
110,Karnataka,Textiles,Female,10th Pass,0,12080,21600,9520,44.07,True,14000,1920,13.71
111,Uttar Pradesh,IT Services,Male,Diploma,27,34220,19500,-14720,-75.49,False,22000,-12220,-55.55
112,Punjab,Textiles,Male,10th Pass,3,17733,18500,767,4.15,True,14000,-3733,-26.66
113,Maharashtra,Textiles,Female,12th Pass,12,21558,20400,-1158,-5.68,False,18000,-3558,-19.77
114,Madhya Pradesh,Agriculture,Male,10th Pass,32,26928,18000,-8928,-49.6,False,14000,-12928,-92.34
115,Uttar Pradesh,IT Services,Male,Diploma,11,28491,19500,-8991,-46.11,False,22000,-6491,-29.5
116,Haryana,Small Manufacturing,Male,5th Pass,2,9357,20400,11043,54.13,True,9000,-357,-3.97
117,Odisha,Manufacturing,Male,10th Pass,32,25272,17500,-7772,-44.41,False,14000,-11272,-80.51
118,Karnataka,Leather,Female,12th Pass,13,15878,21600,5722,26.49,True,18000,2122,11.79
119,Gujarat,Manufacturing,Male,12th Pass,18,25063,21600,-3463,-16.03,False,18000,-7063,-39.24
120,Chhattisgarh,Manufacturing,Female,Diploma,26,28097,22500,-5597,-24.88,False,22000,-6097,-27.71
121,Maharashtra,Manufacturing,Female,10th Pass,14,15227,20400,5173,25.36,True,14000,-1227,-8.76
122,Punjab,Silk,Female,12th Pass,27,18837,18500,-337,-1.82,False,18000,-837,-4.65
123,Uttar Pradesh,Mining,Male,10th Pass,18,15945,19500,3555,18.23,True,14000,-1945,-13.89
124,Chhattisgarh,Agriculture,Male,12th Pass,22,27947,22500,-5447,-24.21,False,18000,-9947,-55.26
125,Tamil Nadu,IT Services,Female,10th Pass,11,13210,18000,4790,26.61,True,14000,790,5.64
126,Gujarat,Food Processing,Male,10th Pass,19,19983,21600,1617,7.49,True,14000,-5983,-42.74
127,Madhya Pradesh,Manufacturing,Male,Illiterate,3,7452,18000,10548,58.6,True,7000,-452,-6.46
128,Uttar Pradesh,Agriculture,Female,5th Pass,24,11448,19500,8052,41.29,True,9000,-2448,-27.2
129,Telangana,Metals,Female,Illiterate,16,8449,19500,11051,56.67,True,7000,-1449,-20.7
130,Punjab,Small Manufacturing,Male,Illiterate,3,7101,18500,11399,61.62,True,7000,-101,-1.44
131,Uttar Pradesh,Manufacturing,Female,Graduate,8,26524,19500,-7024,-36.02,False,32000,5476,17.11
132,Karnataka,Leather,Male,12th Pass,4,19722,21600,1878,8.69,True,18000,-1722,-9.57
133,Maharashtra,IT Services,Male,10th Pass,27,19423,20400,977,4.79,True,14000,-5423,-38.74
134,Uttar Pradesh,Construction,Male,Graduate,33,36940,19500,-17440,-89.44,False,32000,-4940,-15.44
135,Karnataka,Retail,Male,Illiterate,2,6669,21600,14931,69.12,True,7000,331,4.73
136,Chhattisgarh,Silk,Male,12th Pass,4,22485,22500,15,0.07,True,18000,-4485,-24.92
137,West Bengal,Agriculture,Female,10th Pass,26,18634,20400,1766,8.66,True,14000,-4634,-33.1
138,Maharashtra,Retail,Male,12th Pass,27,23227,20400,-2827,-13.86,False,18000,-5227,-29.04
139,West Bengal,Textiles,Male,12th Pass,24,24830,20400,-4430,-21.72,False,18000,-6830,-37.94
140,Maharashtra,Manufacturing,Male,Diploma,29,26052,20400,-5652,-27.71,False,22000,-4052,-18.42
141,Chhattisgarh,Silk,Male,5th Pass,4,8773,22500,13727,61.01,True,9000,227,2.52
142,Maharashtra,Mining,Male,10th Pass,27,20983,20400,-583,-2.86,False,14000,-6983,-49.88
143,Odisha,Leather,Male,12th Pass,28,22282,17500,-4782,-27.33,False,18000,-4282,-23.79
144,Karnataka,Manufacturing,Female,Diploma,26,28336,21600,-6736,-31.19,False,22000,-6336,-28.8
145,Gujarat,Silk,Male,Graduate,18,41511,21600,-19911,-92.18,False,32000,-9511,-29.72
146,Haryana,Agriculture,Male,Diploma,0,22365,20400,-1965,-9.63,False,22000,-365,-1.66
147,Maharashtra,Agriculture,Male,5th Pass,14,12960,20400,7440,36.47,True,9000,-3960,-44.0
148,Madhya Pradesh,Manufacturing,Male,10th Pass,15,16816,18000,1184,6.58,True,14000,-2816,-20.11
149,Telangana,Services,Male,10th Pass,32,21902,19500,-2402,-12.32,False,14000,-7902,-56.44
150,Haryana,Textiles,Male,12th Pass,6,21659,20400,-1259,-6.17,False,18000,-3659,-20.33
151,Rajasthan,Food Processing,Male,5th Pass,5,8659,19500,10841,55.59,True,9000,341,3.79
152,Karnataka,Retail,Female,10th Pass,28,17464,21600,4136,19.15,True,14000,-3464,-24.74
153,Maharashtra,Construction,Male,12th Pass,8,17194,20400,3206,15.72,True,18000,806,4.48
154,Telangana,Leather,Female,Illiterate,8,7238,19500,12262,62.88,True,7000,-238,-3.4
155,Uttar Pradesh,Metals,Female,5th Pass,11,11933,19500,7567,38.81,True,9000,-2933,-32.59
156,Maharashtra,Leather,Male,Graduate,15,32773,20400,-12373,-60.65,False,32000,-773,-2.42
157,Rajasthan,Textiles,Male,Illiterate,18,11934,19500,7566,38.8,True,7000,-4934,-70.49
158,Uttar Pradesh,Textiles,Female,12th Pass,18,16535,19500,2965,15.21,True,18000,1465,8.14
159,Madhya Pradesh,IT Services,Male,Illiterate,28,12628,18000,5372,29.84,True,7000,-5628,-80.4
160,Jharkhand,Small Manufacturing,Female,12th Pass,17,23285,17800,-5485,-30.81,False,18000,-5285,-29.36
161,Uttar Pradesh,Chemicals,Male,Diploma,31,35923,19500,-16423,-84.22,False,22000,-13923,-63.29
162,Uttar Pradesh,Construction,Female,10th Pass,24,15148,19500,4352,22.32,True,14000,-1148,-8.2
163,Gujarat,Construction,Male,5th Pass,32,17528,21600,4072,18.85,True,9000,-8528,-94.76
164,Jharkhand,Agriculture,Male,5th Pass,26,14732,17800,3068,17.24,True,9000,-5732,-63.69
165,Punjab,Manufacturing,Male,Graduate,10,30683,18500,-12183,-65.85,False,32000,1317,4.12
166,Uttar Pradesh,Agriculture,Male,5th Pass,7,10861,19500,8639,44.3,True,9000,-1861,-20.68
167,West Bengal,Agriculture,Female,5th Pass,5,8007,20400,12393,60.75,True,9000,993,11.03
168,Karnataka,Construction,Female,12th Pass,30,26128,21600,-4528,-20.96,False,18000,-8128,-45.16
169,Punjab,Silk,Male,12th Pass,18,25972,18500,-7472,-40.39,False,18000,-7972,-44.29
170,Assam,IT Services,Male,12th Pass,18,27494,16800,-10694,-63.65,False,18000,-9494,-52.74
171,Tamil Nadu,Food Processing,Male,10th Pass,12,17694,18000,306,1.7,True,14000,-3694,-26.39
172,Telangana,Small Manufacturing,Male,Diploma,7,24816,19500,-5316,-27.26,False,22000,-2816,-12.8
173,Chhattisgarh,IT Services,Male,12th Pass,27,23603,22500,-1103,-4.9,False,18000,-5603,-31.13
174,Karnataka,IT Services,Male,Diploma,30,30091,21600,-8491,-39.31,False,22000,-8091,-36.78
175,Tamil Nadu,IT Services,Female,Illiterate,17,12116,18000,5884,32.69,True,7000,-5116,-73.09
176,Tamil Nadu,Agriculture,Female,12th Pass,17,17410,18000,590,3.28,True,18000,590,3.28
177,Rajasthan,Mining,Male,Diploma,29,29619,19500,-10119,-51.89,False,22000,-7619,-34.63
178,Punjab,Construction,Male,5th Pass,14,12590,18500,5910,31.95,True,9000,-3590,-39.89
179,Chhattisgarh,Silk,Male,Diploma,24,30796,22500,-8296,-36.87,False,22000,-8796,-39.98
180,Tamil Nadu,Metals,Male,12th Pass,17,25601,18000,-7601,-42.23,False,18000,-7601,-42.23
181,Gujarat,Small Manufacturing,Female,5th Pass,16,10279,21600,11321,52.41,True,9000,-1279,-14.21
182,Tamil Nadu,Chemicals,Female,12th Pass,33,25415,18000,-7415,-41.19,False,18000,-7415,-41.19
183,Uttar Pradesh,Manufacturing,Male,12th Pass,25,23307,19500,-3807,-19.52,False,18000,-5307,-29.48
184,Maharashtra,Food Processing,Male,Illiterate,11,8556,20400,11844,58.06,True,7000,-1556,-22.23
185,Chhattisgarh,Construction,Male,Graduate,9,30493,22500,-7993,-35.52,False,32000,1507,4.71
186,Chhattisgarh,IT Services,Male,10th Pass,33,28309,22500,-5809,-25.82,False,14000,-14309,-102.21
187,Haryana,Manufacturing,Male,Diploma,7,23686,20400,-3286,-16.11,False,22000,-1686,-7.66
188,Tamil Nadu,Manufacturing,Male,Illiterate,9,10768,18000,7232,40.18,True,7000,-3768,-53.83
189,Uttar Pradesh,Mining,Male,Graduate,19,38070,19500,-18570,-95.23,False,32000,-6070,-18.97
190,Uttar Pradesh,Manufacturing,Male,Diploma,14,22218,19500,-2718,-13.94,False,22000,-218,-0.99
191,Maharashtra,Small Manufacturing,Female,Illiterate,23,9920,20400,10480,51.37,True,7000,-2920,-41.71
192,Chhattisgarh,Textiles,Male,Graduate,26,33267,22500,-10767,-47.85,False,32000,-1267,-3.96
193,Odisha,IT Services,Male,Illiterate,26,12721,17500,4779,27.31,True,7000,-5721,-81.73
194,Uttar Pradesh,Retail,Female,Graduate,10,28877,19500,-9377,-48.09,False,32000,3123,9.76
195,Tamil Nadu,Small Manufacturing,Female,Illiterate,14,11092,18000,6908,38.38,True,7000,-4092,-58.46
196,Gujarat,Chemicals,Female,10th Pass,27,15566,21600,6034,27.94,True,14000,-1566,-11.19
197,Uttar Pradesh,Services,Female,5th Pass,6,10483,19500,9017,46.24,True,9000,-1483,-16.48
198,Rajasthan,Leather,Male,5th Pass,25,17651,19500,1849,9.48,True,9000,-8651,-96.12
199,Tamil Nadu,IT Services,Male,10th Pass,13,21001,18000,-3001,-16.67,False,14000,-7001,-50.01
200,Karnataka,Textiles,Male,12th Pass,21,26772,21600,-5172,-23.94,False,18000,-8772,-48.73
201,Haryana,Leather,Male,10th Pass,31,20477,20400,-77,-0.38,False,14000,-6477,-46.26
202,Gujarat,IT Services,Male,10th Pass,12,16767,21600,4833,22.38,True,14000,-2767,-19.76
203,Tamil Nadu,Manufacturing,Male,10th Pass,32,22035,18000,-4035,-22.42,False,14000,-8035,-57.39
204,Karnataka,Construction,Male,5th Pass,15,12857,21600,8743,40.48,True,9000,-3857,-42.86
205,Gujarat,Small Manufacturing,Female,10th Pass,7,15379,21600,6221,28.8,True,14000,-1379,-9.85
206,Tamil Nadu,Construction,Female,5th Pass,20,10894,18000,7106,39.48,True,9000,-1894,-21.04
207,Jharkhand,Food Processing,Female,5th Pass,32,13576,17800,4224,23.73,True,9000,-4576,-50.84
208,Maharashtra,Small Manufacturing,Male,10th Pass,20,21017,20400,-617,-3.02,False,14000,-7017,-50.12
209,Maharashtra,Small Manufacturing,Female,Graduate,34,31633,20400,-11233,-55.06,False,32000,367,1.15
210,Maharashtra,Agriculture,Male,Graduate,28,32671,20400,-12271,-60.15,False,32000,-671,-2.1
211,Odisha,Textiles,Female,Diploma,14,20397,17500,-2897,-16.55,False,22000,1603,7.29
212,Rajasthan,Chemicals,Female,12th Pass,11,15961,19500,3539,18.15,True,18000,2039,11.33
213,Maharashtra,Textiles,Female,Illiterate,19,9016,20400,11384,55.8,True,7000,-2016,-28.8
214,Madhya Pradesh,Construction,Male,12th Pass,16,24118,18000,-6118,-33.99,False,18000,-6118,-33.99
215,Uttar Pradesh,Chemicals,Female,10th Pass,29,17952,19500,1548,7.94,True,14000,-3952,-28.23
216,Uttar Pradesh,Chemicals,Male,Illiterate,4,6594,19500,12906,66.18,True,7000,406,5.8
217,Uttar Pradesh,Manufacturing,Male,10th Pass,8,18702,19500,798,4.09,True,14000,-4702,-33.59
218,Uttar Pradesh,Agriculture,Female,5th Pass,8,11562,19500,7938,40.71,True,9000,-2562,-28.47
219,Maharashtra,Metals,Male,Graduate,29,38036,20400,-17636,-86.45,False,32000,-6036,-18.86
220,Telangana,Chemicals,Female,10th Pass,7,14685,19500,4815,24.69,True,14000,-685,-4.89
221,Rajasthan,Manufacturing,Male,10th Pass,31,27676,19500,-8176,-41.93,False,14000,-13676,-97.69
222,Maharashtra,Leather,Male,10th Pass,18,21661,20400,-1261,-6.18,False,14000,-7661,-54.72
223,Uttar Pradesh,Agriculture,Male,5th Pass,13,10966,19500,8534,43.76,True,9000,-1966,-21.84
224,Rajasthan,Machinery,Female,10th Pass,2,10187,19500,9313,47.76,True,14000,3813,27.24
225,Uttar Pradesh,Manufacturing,Male,Graduate,26,33677,19500,-14177,-72.7,False,32000,-1677,-5.24
226,West Bengal,Silk,Female,12th Pass,29,24786,20400,-4386,-21.5,False,18000,-6786,-37.7
227,Uttar Pradesh,IT Services,Male,12th Pass,28,28875,19500,-9375,-48.08,False,18000,-10875,-60.42
228,Maharashtra,Food Processing,Male,Diploma,34,33269,20400,-12869,-63.08,False,22000,-11269,-51.22
229,Gujarat,Manufacturing,Male,12th Pass,3,19253,21600,2347,10.87,True,18000,-1253,-6.96
230,Maharashtra,Chemicals,Male,5th Pass,22,13636,20400,6764,33.16,True,9000,-4636,-51.51
231,Telangana,IT Services,Female,12th Pass,3,17143,19500,2357,12.09,True,18000,857,4.76
232,Telangana,Textiles,Female,10th Pass,0,10968,19500,8532,43.75,True,14000,3032,21.66
233,Karnataka,Construction,Female,10th Pass,4,11867,21600,9733,45.06,True,14000,2133,15.24
234,Assam,Leather,Male,5th Pass,15,13818,16800,2982,17.75,True,9000,-4818,-53.53
235,Haryana,Metals,Female,Graduate,20,31093,20400,-10693,-52.42,False,32000,907,2.83
236,Assam,Food Processing,Male,5th Pass,26,17131,16800,-331,-1.97,False,9000,-8131,-90.34
237,Chhattisgarh,Food Processing,Male,Diploma,29,34415,22500,-11915,-52.96,False,22000,-12415,-56.43
238,Haryana,Construction,Male,12th Pass,25,29738,20400,-9338,-45.77,False,18000,-11738,-65.21
239,Madhya Pradesh,Manufacturing,Male,12th Pass,32,28328,18000,-10328,-57.38,False,18000,-10328,-57.38
240,Telangana,Textiles,Male,Illiterate,30,15000,19500,4500,23.08,True,7000,-8000,-114.29
241,Haryana,Manufacturing,Female,10th Pass,20,15321,20400,5079,24.9,True,14000,-1321,-9.44
242,Maharashtra,Manufacturing,Female,10th Pass,3,10901,20400,9499,46.56,True,14000,3099,22.14
243,Gujarat,Food Processing,Male,12th Pass,27,23172,21600,-1572,-7.28,False,18000,-5172,-28.73
244,West Bengal,Leather,Male,Post-Graduate,24,61275,20400,-40875,-200.37,False,45000,-16275,-36.17
245,Uttar Pradesh,Chemicals,Male,12th Pass,9,19293,19500,207,1.06,True,18000,-1293,-7.18
246,Gujarat,Services,Male,5th Pass,33,22600,21600,-1000,-4.63,False,9000,-13600,-151.11
247,Tamil Nadu,Construction,Female,5th Pass,9,8205,18000,9795,54.42,True,9000,795,8.83
248,Tamil Nadu,Services,Female,10th Pass,0,10203,18000,7797,43.32,True,14000,3797,27.12
249,Uttar Pradesh,Agriculture,Male,12th Pass,21,24188,19500,-4688,-24.04,False,18000,-6188,-34.38
250,Uttar Pradesh,Construction,Male,Illiterate,12,10299,19500,9201,47.18,True,7000,-3299,-47.13
251,Telangana,Construction,Male,Diploma,20,32343,19500,-12843,-65.86,False,22000,-10343,-47.01
252,Jharkhand,Food Processing,Male,Graduate,19,36083,17800,-18283,-102.71,False,32000,-4083,-12.76
253,Tamil Nadu,Manufacturing,Male,10th Pass,21,23637,18000,-5637,-31.32,False,14000,-9637,-68.84
254,Rajasthan,Textiles,Female,Illiterate,16,9225,19500,10275,52.69,True,7000,-2225,-31.79
255,Tamil Nadu,Manufacturing,Female,10th Pass,18,17106,18000,894,4.97,True,14000,-3106,-22.19
256,Gujarat,Machinery,Female,12th Pass,15,22565,21600,-965,-4.47,False,18000,-4565,-25.36
257,Karnataka,Construction,Male,Diploma,22,24600,21600,-3000,-13.89,False,22000,-2600,-11.82
258,Madhya Pradesh,IT Services,Male,10th Pass,5,14411,18000,3589,19.94,True,14000,-411,-2.94
259,Maharashtra,Silk,Male,10th Pass,4,15975,20400,4425,21.69,True,14000,-1975,-14.11
260,Chhattisgarh,Agriculture,Male,Illiterate,33,19930,22500,2570,11.42,True,7000,-12930,-184.71
261,Madhya Pradesh,Manufacturing,Female,10th Pass,0,12240,18000,5760,32.0,True,14000,1760,12.57
